date,customer_id,location,business_sector,age,income,credit_score,savings_ratio,loan_amount,debt_to_income,credit_utilization,payment_punctuality,customer_feedback,default_history,sentiment,risk_category,customer_segment,feedback_topic
2025-05-07,CUST-2025150,"South Carolina, US",Real Estate,27,52956.79,720,0.01,173805.03,0.504,0.64,80.08,Process was slow,0,Negative,High Risk,Emerging Gen-Z,Digital/Operations
2025-05-24,CUST-2025151,"Missouri, US",Retail,21,51554.58,710,0.061,5750.13,0.18,0.5,80.04,Quick approval,1,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-06-06,CUST-2025152,"New Jersey, US",Education,52,66287.22,699,0.204,28312.82,0.078,0.35,95.11,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-08-12,CUST-2025153,"Nebraska, US",Education,46,31434.79,633,0.217,1944.54,0.13,0.5,84.24,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-09-09,CUST-2025154,"Tennessee, US",Real Estate,38,84669.6,690,0.063,46495.97,0.348,0.3,84.53,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-05,CUST-2025155,"Tennessee, US",Manufacturing,45,66308.04,702,0.101,10721.23,0.247,0.31,82.05,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-12,CUST-2025156,"Massachusetts, US",Services,32,35097.9,786,0.084,9997.34,0.322,0.12,85.19,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-03-25,CUST-2025157,"Oklahoma, US",Healthcare,56,81631.59,623,0.196,106432.27,0.056,0.33,85.01,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-06-21,CUST-2025158,"Massachusetts, US",Finance,33,73867.34,668,0.187,20630.0,0.027,0.49,89.06,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-15,CUST-2025159,"Oregon, US",Real Estate,65,51687.84,712,0.01,79675.4,0.211,0.52,79.9,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-05,CUST-2025160,"Washington, US",Technology,47,89004.74,826,0.154,46551.89,0.135,0.76,84.23,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-15,CUST-2025161,"Colorado, US",Education,29,85476.86,716,0.172,74699.8,0.142,0.41,95.46,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-01-18,CUST-2025162,"Virginia, US",Services,32,55246.8,750,0.133,19681.67,0.246,0.54,92.46,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-16,CUST-2025163,"Kansas, US",Technology,44,90502.85,678,0.042,22380.63,0.173,0.28,86.38,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-19,CUST-2025164,"Louisiana, US",Retail,31,34471.35,766,0.129,120649.72,0.141,0.41,81.98,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-02-22,CUST-2025165,"Georgia, US",Education,47,54136.41,759,0.207,21293.35,0.155,0.16,89.22,Quick approval,0,Positive,Low Risk,Conservative Saver,Digital/Operations
2025-03-12,CUST-2025166,"Nevada, US",Manufacturing,32,47898.62,703,0.042,113394.76,0.053,0.74,94.26,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-21,CUST-2025167,"Hawaii, US",Retail,33,83144.92,586,0.02,112678.02,0.239,0.16,81.13,Quick approval,1,Positive,High Risk,Mass Market,Digital/Operations
2025-05-11,CUST-2025168,"Kentucky, US",Retail,53,25000.0,792,0.026,6987.06,0.27,0.82,90.85,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-09,CUST-2025169,"Maine, US",Manufacturing,43,88765.25,566,0.104,20390.12,0.204,0.68,80.71,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-04-03,CUST-2025170,"North Carolina, US",Healthcare,39,25000.0,771,0.183,35604.1,0.205,0.48,84.01,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-03-22,CUST-2025171,"South Carolina, US",Finance,49,117855.48,601,0.223,24717.18,0.091,0.2,86.06,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-06-21,CUST-2025172,"Pennsylvania, US",Education,26,29977.08,695,0.09,63077.93,0.018,0.25,95.74,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-01-01,CUST-2025173,"Wisconsin, US",Services,41,38394.43,715,0.122,7793.7,0.113,0.38,79.96,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-20,CUST-2025174,"California, US",Services,61,72373.01,757,0.01,16827.44,0.236,0.76,80.96,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-17,CUST-2025175,"New Hampshire, US",Technology,58,73657.19,514,0.028,16621.91,0.122,0.63,88.88,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-07-14,CUST-2025176,"Georgia, US",Education,65,42432.69,763,0.162,80493.58,0.139,0.37,86.51,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-01-18,CUST-2025177,"North Dakota, US",Finance,34,57800.22,808,0.192,18186.76,0.05,0.22,86.78,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-10-09,CUST-2025178,"Louisiana, US",Healthcare,42,123132.2,591,0.138,158821.54,0.071,0.3,84.96,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-12-24,CUST-2025179,"Ohio, US",Healthcare,42,153733.01,698,0.146,41644.14,0.068,0.23,81.23,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-06-09,CUST-2025180,"Nevada, US",Technology,44,143294.42,562,0.188,90.93,0.057,0.15,88.91,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-01-10,CUST-2025181,"North Dakota, US",Finance,37,151063.37,760,0.157,9401.44,0.114,0.36,91.35,Neutral: No feedback provided.,0,Neutral,Low Risk,Mass Market,Financial/Pricing
2025-11-25,CUST-2025182,"North Dakota, US",Technology,54,116645.08,763,0.133,10268.42,0.252,0.57,88.42,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-03-04,CUST-2025183,"Virginia, US",Real Estate,50,33905.9,681,0.141,10057.33,0.275,0.89,87.77,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-05,CUST-2025184,"Nebraska, US",Technology,49,85105.54,755,0.013,27259.61,0.319,0.83,80.46,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-04-22,CUST-2025185,"Utah, US",Manufacturing,42,29175.89,631,0.095,30397.29,0.283,0.15,82.78,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-03,CUST-2025186,"Vermont, US",Retail,51,39336.7,666,0.093,36272.14,0.089,0.87,90.3,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-17,CUST-2025187,"Iowa, US",Real Estate,31,75553.89,659,0.01,36271.23,0.117,0.75,85.59,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-15,CUST-2025188,"West Virginia, US",Real Estate,36,87150.93,482,0.075,60726.82,0.236,0.47,89.99,Process was slow,1,Negative,High Risk,Mass Market,Digital/Operations
2025-03-04,CUST-2025189,"South Carolina, US",Retail,37,25000.0,656,0.025,16763.29,0.071,0.99,84.72,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-08-15,CUST-2025190,"California, US",Healthcare,49,56749.03,630,0.262,17857.38,0.183,0.6,87.59,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-10-17,CUST-2025191,"New York, US",Manufacturing,50,74300.9,756,0.147,136124.86,0.289,0.26,90.72,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-01-25,CUST-2025192,"Oklahoma, US",Education,46,94903.03,667,0.193,6131.81,0.021,0.08,87.65,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-02-08,CUST-2025193,"Montana, US",Education,53,77884.72,666,0.15,35116.39,0.114,0.34,86.32,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-20,CUST-2025194,"California, US",Retail,37,82069.99,664,0.106,119211.56,0.08,0.22,79.23,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-26,CUST-2025195,"Wyoming, US",Manufacturing,30,37788.25,726,0.058,21994.69,0.26,0.4,91.61,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-12-10,CUST-2025196,"Georgia, US",Healthcare,34,59075.59,798,0.087,21964.76,0.094,0.41,83.0,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-06-25,CUST-2025197,"Missouri, US",Technology,41,118261.63,684,0.021,45523.36,0.117,0.31,89.43,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-06-24,CUST-2025198,"Arizona, US",Real Estate,35,95110.64,694,0.047,20673.69,0.135,0.68,83.85,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-07-08,CUST-2025199,"Illinois, US",Real Estate,45,38422.57,629,0.1,62025.52,0.122,0.39,93.42,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-16,CUST-2025200,"Rhode Island, US",Finance,55,56102.96,609,0.19,6403.79,0.216,0.13,90.07,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-09-20,CUST-2025201,"Idaho, US",Finance,44,48748.85,755,0.269,21448.34,0.118,0.63,87.42,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-02-27,CUST-2025202,"Connecticut, US",Manufacturing,59,38261.28,605,0.12,127890.71,0.033,0.21,89.54,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-01-14,CUST-2025203,"Idaho, US",Healthcare,57,133113.13,720,0.171,54124.74,0.18,0.17,89.59,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-08-12,CUST-2025204,"Wisconsin, US",Finance,40,300000.0,649,0.16,1451.63,0.162,0.65,83.45,Excellent rates,0,Positive,Medium Risk,Elite/HNW,Financial/Pricing
2025-05-10,CUST-2025205,"Rhode Island, US",Retail,61,61447.65,734,0.032,43422.02,0.051,0.41,86.78,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-04-18,CUST-2025206,"Nevada, US",Finance,38,60062.44,647,0.115,8249.01,0.14,0.17,84.35,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-26,CUST-2025207,"Ohio, US",Retail,45,31572.4,647,0.048,18878.91,0.057,0.66,86.08,High fees,1,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-07-17,CUST-2025208,"Iowa, US",Retail,41,53622.9,695,0.01,22666.4,0.31,0.99,88.46,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-08-20,CUST-2025209,"Washington, US",Technology,37,54159.14,679,0.117,28643.23,0.354,0.2,89.98,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-06,CUST-2025210,"Georgia, US",Technology,61,95683.07,811,0.018,30267.38,0.13,0.55,82.28,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-16,CUST-2025211,"Montana, US",Services,39,33776.74,704,0.045,118218.59,0.194,0.54,92.18,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-26,CUST-2025212,"Ohio, US",Technology,49,135202.36,850,0.147,62685.97,0.37,0.54,82.49,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-08,CUST-2025213,"South Carolina, US",Real Estate,53,56338.99,727,0.074,42982.7,0.314,0.52,89.12,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-20,CUST-2025214,"Maryland, US",Retail,75,61070.21,709,0.053,2319.71,0.137,0.54,82.06,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-09-25,CUST-2025215,"South Carolina, US",Services,60,60449.95,739,0.105,10032.53,0.085,0.75,93.41,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-08,CUST-2025216,"New York, US",Finance,50,50743.14,631,0.225,19046.16,0.08,0.62,94.71,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-11-04,CUST-2025217,"Texas, US",Technology,54,124324.72,747,0.05,43860.91,0.17,0.83,82.29,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-09-15,CUST-2025218,"North Carolina, US",Finance,28,54443.23,704,0.197,7338.36,0.161,0.56,91.81,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-10-27,CUST-2025219,"Virginia, US",Finance,28,46783.03,726,0.247,23834.9,0.113,0.26,83.36,Process was slow,0,Negative,Low Risk,Emerging Gen-Z,Digital/Operations
2025-01-20,CUST-2025220,"New York, US",Retail,35,60744.22,698,0.047,34115.53,0.061,0.24,86.7,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-11-18,CUST-2025221,"Maryland, US",Retail,44,106060.7,806,0.083,23808.89,0.138,0.2,83.92,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-02-01,CUST-2025222,"Kentucky, US",Finance,60,67457.86,744,0.222,89603.08,0.084,0.36,92.4,Neutral: No feedback provided.,0,Neutral,Low Risk,Conservative Saver,Financial/Pricing
2025-02-23,CUST-2025223,"Washington, US",Education,43,90495.72,580,0.126,204745.61,0.095,0.51,93.41,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-01-06,CUST-2025224,"West Virginia, US",Healthcare,18,92933.9,577,0.122,82722.47,0.045,0.25,94.99,Process was slow,0,Negative,High Risk,Emerging Gen-Z,Digital/Operations
2025-02-26,CUST-2025225,"Louisiana, US",Technology,46,132990.44,665,0.139,12932.03,0.319,0.71,80.16,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-26,CUST-2025226,"Arizona, US",Retail,47,35310.78,702,0.01,42584.15,0.163,0.73,79.55,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-16,CUST-2025227,"Alaska, US",Education,35,25000.0,679,0.188,8287.54,0.091,0.18,94.79,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-16,CUST-2025228,"Utah, US",Manufacturing,35,66348.13,782,0.083,34100.08,0.283,0.48,92.67,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-10-18,CUST-2025229,"Alaska, US",Services,22,60129.17,699,0.093,14433.08,0.108,0.65,84.37,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-08-06,CUST-2025230,"Florida, US",Services,39,58990.46,602,0.058,21675.38,0.462,0.26,80.49,Quick approval,1,Positive,High Risk,Mass Market,Digital/Operations
2025-07-25,CUST-2025231,"California, US",Education,37,27727.05,663,0.199,24369.01,0.138,0.39,90.54,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-05-22,CUST-2025232,"California, US",Manufacturing,37,60199.05,714,0.09,117448.99,0.242,0.51,80.17,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-04-07,CUST-2025233,"Hawaii, US",Manufacturing,57,111594.95,850,0.122,62645.54,0.062,0.26,84.76,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-12-22,CUST-2025234,"Arkansas, US",Retail,37,34301.73,732,0.084,3924.92,0.339,0.49,86.45,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-11-23,CUST-2025235,"Maine, US",Manufacturing,39,56691.6,667,0.062,14049.59,0.015,0.55,83.9,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-19,CUST-2025236,"Iowa, US",Technology,35,59437.0,575,0.106,50216.07,0.303,0.39,89.57,Process was slow,1,Negative,High Risk,Mass Market,Digital/Operations
2025-10-07,CUST-2025237,"Montana, US",Technology,33,73435.04,764,0.062,31833.6,0.184,0.61,79.85,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-07,CUST-2025238,"New Jersey, US",Manufacturing,33,102505.55,726,0.165,13127.64,0.126,0.58,88.63,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-10,CUST-2025239,"Connecticut, US",Manufacturing,26,129403.03,723,0.134,61860.38,0.072,0.33,86.98,Neutral: No feedback provided.,0,Neutral,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-04-07,CUST-2025240,"West Virginia, US",Healthcare,64,33403.56,609,0.123,35747.75,0.053,0.36,82.04,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-12,CUST-2025241,"Kansas, US",Healthcare,40,113270.1,693,0.194,214300.86,0.231,0.42,89.72,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-04,CUST-2025242,"Rhode Island, US",Finance,37,127406.22,625,0.204,26282.4,0.097,0.38,87.98,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-11-14,CUST-2025243,"Washington, US",Education,58,43493.87,621,0.181,13215.38,0.074,0.11,89.73,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-08,CUST-2025244,"Montana, US",Finance,34,112093.45,662,0.271,4573.78,0.057,0.51,90.73,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-03-05,CUST-2025245,"Connecticut, US",Retail,54,95767.26,723,0.091,92810.78,0.34,0.15,82.77,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-03-08,CUST-2025246,"Tennessee, US",Finance,55,87895.44,613,0.316,4048.2,0.109,0.61,81.12,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-12-01,CUST-2025247,"Utah, US",Healthcare,33,79047.25,712,0.208,127801.94,0.198,0.55,85.55,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-07-14,CUST-2025248,"Kansas, US",Technology,59,56675.07,576,0.092,17221.5,0.019,0.17,81.99,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-04-13,CUST-2025249,"Connecticut, US",Education,33,25000.0,591,0.278,47015.44,0.086,0.3,90.53,High fees,0,Negative,High Risk,Conservative Saver,Financial/Pricing
2025-12-21,CUST-2025250,"Wisconsin, US",Technology,60,77304.81,683,0.125,10888.44,0.156,0.31,83.93,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-18,CUST-2025251,"Arizona, US",Services,58,82408.67,689,0.023,33373.38,0.247,0.35,91.37,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-01,CUST-2025252,"Florida, US",Manufacturing,57,44447.38,566,0.142,28528.67,0.189,0.71,80.19,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-02-20,CUST-2025253,"California, US",Real Estate,61,65783.68,657,0.057,106180.49,0.102,0.34,86.55,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-25,CUST-2025254,"Nebraska, US",Services,48,47731.51,675,0.081,8094.54,0.128,0.74,91.87,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-07,CUST-2025255,"North Dakota, US",Healthcare,31,138069.61,583,0.191,41009.66,0.184,0.23,83.91,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-08-23,CUST-2025256,"Wisconsin, US",Manufacturing,34,71353.81,680,0.08,5423.4,0.003,0.42,86.77,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-04,CUST-2025257,"Minnesota, US",Healthcare,37,88435.47,693,0.099,36408.53,0.122,0.31,81.36,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-10-08,CUST-2025258,"North Dakota, US",Finance,41,110976.26,685,0.149,8357.95,0.152,0.16,85.48,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-11,CUST-2025259,"Massachusetts, US",Technology,43,69673.08,741,0.082,58960.57,0.337,0.12,82.42,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-01-19,CUST-2025260,"Virginia, US",Finance,45,66263.39,684,0.239,27698.77,0.125,0.49,92.03,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-05-26,CUST-2025261,"Kansas, US",Services,39,42698.82,595,0.203,24387.95,0.365,0.47,87.8,Process was slow,1,Negative,High Risk,Conservative Saver,Digital/Operations
2025-08-19,CUST-2025262,"New York, US",Real Estate,22,116330.59,632,0.092,53428.04,0.261,0.53,81.0,Quick approval,1,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-09-02,CUST-2025263,"Wyoming, US",Retail,49,25000.0,671,0.056,8624.52,0.093,0.5,86.32,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-11,CUST-2025264,"Washington, US",Technology,56,42327.75,735,0.104,42562.76,0.098,0.25,91.36,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-05-26,CUST-2025265,"Iowa, US",Services,50,67422.52,621,0.147,38928.12,0.021,0.34,83.49,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-05-20,CUST-2025266,"Arizona, US",Real Estate,31,77144.49,685,0.104,6418.5,0.033,0.12,92.55,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-12-05,CUST-2025267,"Delaware, US",Manufacturing,32,90053.77,624,0.174,23795.57,0.165,0.64,90.37,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-25,CUST-2025268,"Kansas, US",Manufacturing,42,81450.34,793,0.047,16840.9,0.328,0.38,84.04,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-12-23,CUST-2025269,"Oklahoma, US",Technology,56,67266.47,706,0.149,1165.61,0.152,0.17,88.5,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
